State,Date,Year,Month,CPI_Rural,CPI_Urban,CPI_Combined,Inflation_Rural,Inflation_Urban,Inflation_Combined
Nagaland,2024-10-01,2024,10,175.79,182.92,179.35,2.94,2.96,2.95
Nagaland,2024-11-01,2024,11,175.62,185.09,180.35,2.59,3.92,3.25
Nagaland,2024-12-01,2024,12,178.39,188.43,183.41,3.96,5.52,4.74
Nagaland,2025-01-01,2025,1,178.82,184.47,181.64,3.95,3.04,3.49
Nagaland,2025-02-01,2025,2,177.54,185.19,181.36,2.96,3.17,3.06
Nagaland,2025-03-01,2025,3,180.12,185.67,182.89,4.2,3.17,3.69
Nagaland,2025-04-01,2025,4,178.3,185.72,182.01,2.9,2.94,2.92
Nagaland,2025-05-01,2025,5,181.23,186.48,183.85,4.33,3.1,3.71
Nagaland,2025-06-01,2025,6,181.35,186.07,183.71,4.15,2.61,3.38
Nagaland,2025-07-01,2025,7,182.98,188.89,185.93,4.84,3.9,4.37
Nagaland,2025-08-01,2025,8,182.1,188.72,185.41,4.08,3.54,3.81
Nagaland,2025-09-01,2025,9,180.63,188.88,184.75,2.99,3.37,3.18
Nagaland,2025-10-01,2025,10,180.93,188.81,184.87,2.92,3.07,3.0
Nagaland,2025-11-01,2025,11,183.65,193.13,188.39,4.22,5.17,4.69
Nagaland,2025-12-01,2025,12,181.47,192.42,186.94,2.74,4.51,3.62
Nagaland,2026-01-01,2026,1,182.22,189.12,185.67,2.92,2.46,2.69
Odisha,2020-01-01,2020,1,156.54,163.46,160.0,3.92,4.88,4.4
Odisha,2020-02-01,2020,2,159.71,162.82,161.27,6.58,4.56,5.57
Odisha,2020-03-01,2020,3,152.8,158.64,155.72,4.0,3.63,3.82
Odisha,2020-04-01,2020,4,155.19,158.55,156.87,4.78,5.46,5.12
Odisha,2020-05-01,2020,5,154.54,159.63,157.09,3.99,3.9,3.94
Odisha,2020-06-01,2020,6,159.41,159.45,159.43,4.29,6.08,5.18
Odisha,2020-07-01,2020,7,161.85,165.82,163.84,6.76,3.87,5.32
Odisha,2020-08-01,2020,8,164.99,167.3,166.14,3.86,3.25,3.56
Odisha,2020-09-01,2020,9,163.41,165.45,164.43,4.24,5.5,4.87
Odisha,2020-10-01,2020,10,158.92,166.8,162.86,6.14,5.35,5.75
Odisha,2020-11-01,2020,11,167.15,175.43,171.29,5.25,4.87,5.06
Odisha,2020-12-01,2020,12,168.07,176.85,172.46,4.74,4.26,4.5
Odisha,2021-01-01,2021,1,164.23,170.69,167.46,3.89,4.67,4.28
Odisha,2021-02-01,2021,2,163.42,168.54,165.98,3.1,3.05,3.07
Odisha,2021-03-01,2021,3,163.64,171.85,167.74,2.95,4.76,3.85
Odisha,2021-04-01,2021,4,165.74,170.47,168.11,3.98,3.61,3.8
Odisha,2021-05-01,2021,5,164.02,171.8,167.91,2.62,4.12,3.37
Odisha,2021-06-01,2021,6,165.45,172.45,168.95,3.23,4.2,3.72
Odisha,2021-07-01,2021,7,168.25,172.09,170.17,4.69,3.69,4.19
Odisha,2021-08-01,2021,8,167.68,174.0,170.84,4.05,4.53,4.29
Odisha,2021-09-01,2021,9,165.17,173.46,169.32,2.22,3.91,3.06
Odisha,2021-10-01,2021,10,168.97,174.22,171.6,4.29,4.06,4.17
Odisha,2021-11-01,2021,11,170.21,174.34,172.27,4.77,3.83,4.3
Odisha,2021-12-01,2021,12,168.66,178.97,173.81,3.53,6.28,4.91
Odisha,2022-01-01,2022,1,169.81,175.82,172.82,3.96,4.12,4.04
Odisha,2022-02-01,2022,2,169.96,177.05,173.5,3.77,4.54,4.16
Odisha,2022-03-01,2022,3,176.02,185.1,180.56,7.18,8.99,8.08
Odisha,2022-04-01,2022,4,177.17,184.68,180.92,7.59,8.43,8.01
Odisha,2022-05-01,2022,5,174.11,185.28,179.7,5.46,8.48,6.97
Odisha,2022-06-01,2022,6,180.09,185.95,183.02,8.79,8.56,8.67
Odisha,2022-07-01,2022,7,179.44,187.88,183.66,8.11,9.38,8.74
Odisha,2022-08-01,2022,8,180.37,189.05,184.71,8.38,9.75,9.07
Odisha,2022-09-01,2022,9,181.94,185.16,183.55,9.04,7.19,8.11
Odisha,2022-10-01,2022,10,178.5,189.25,183.87,6.69,9.26,7.97
Odisha,2022-11-01,2022,11,177.4,194.25,185.83,5.76,11.83,8.8
Odisha,2022-12-01,2022,12,180.24,193.35,186.79,7.17,11.0,9.09
Odisha,2023-01-01,2023,1,182.31,190.69,186.5,8.12,9.17,8.65
Odisha,2023-02-01,2023,2,181.08,190.37,185.73,7.12,8.69,7.9
Odisha,2023-03-01,2023,3,182.06,189.91,185.99,7.42,8.13,7.77
Odisha,2023-04-01,2023,4,183.01,194.15,188.58,7.7,10.24,8.97
Odisha,2023-05-01,2023,5,182.83,190.05,186.44,7.31,7.61,7.46
Odisha,2023-06-01,2023,6,188.69,191.3,189.99,10.47,8.02,9.25
Odisha,2023-07-01,2023,7,180.01,184.6,182.3,5.11,3.96,4.54
Odisha,2023-08-01,2023,8,179.56,183.91,181.74,4.59,3.29,3.94
Odisha,2023-09-01,2023,9,175.9,183.49,179.69,2.19,2.78,2.48
Odisha,2023-10-01,2023,10,179.08,184.23,181.66,3.78,2.91,3.34
Odisha,2023-11-01,2023,11,178.0,189.1,183.55,2.89,5.35,4.12
Odisha,2023-12-01,2023,12,177.12,189.84,183.48,2.12,5.48,3.8
Odisha,2024-01-01,2024,1,180.07,185.25,182.66,3.56,2.65,3.1
Odisha,2024-02-01,2024,2,180.76,186.98,183.87,3.69,3.33,3.51
Odisha,2024-03-01,2024,3,179.6,186.73,183.17,2.77,2.92,2.84
Odisha,2024-04-01,2024,4,181.97,187.86,184.92,3.86,3.27,3.57
Odisha,2024-05-01,2024,5,178.94,187.33,183.13,1.88,2.7,2.29
Odisha,2024-06-01,2024,6,185.88,190.0,187.94,5.57,3.89,4.73
Odisha,2024-07-01,2024,7,182.29,190.34,186.31,3.27,3.8,3.53
Odisha,2024-08-01,2024,8,185.47,188.89,187.18,4.81,2.74,3.77
Odisha,2024-09-01,2024,9,182.14,190.45,186.29,2.67,3.32,3.0
Odisha,2024-10-01,2024,10,182.19,190.79,186.49,2.44,3.23,2.84
Odisha,2024-11-01,2024,11,181.41,194.8,188.11,1.76,5.13,3.44
Odisha,2024-12-01,2024,12,180.84,195.7,188.27,1.19,5.34,3.26
Odisha,2025-01-01,2025,1,183.97,190.94,187.45,2.69,2.51,2.6
Odisha,2025-02-01,2025,2,184.09,193.45,188.77,2.5,3.59,3.05
Odisha,2025-03-01,2025,3,186.47,193.4,189.93,3.57,3.29,3.43
Odisha,2025-04-01,2025,4,185.06,191.86,188.46,2.54,2.21,2.38
Odisha,2025-05-01,2025,5,187.55,193.97,190.76,3.67,3.07,3.37
Odisha,2025-06-01,2025,6,188.21,194.87,191.54,3.78,3.28,3.53
Odisha,2025-07-01,2025,7,190.4,196.89,193.65,4.74,4.08,4.41
Odisha,2025-08-01,2025,8,190.21,193.52,191.87,4.38,2.04,3.21
Odisha,2025-09-01,2025,9,184.72,194.05,189.38,1.12,2.06,1.59
Odisha,2025-10-01,2025,10,187.21,196.88,192.04,2.24,3.29,2.76
Odisha,2025-11-01,2025,11,191.34,202.11,196.73,4.24,5.77,5.01
Odisha,2025-12-01,2025,12,188.56,202.43,195.49,2.49,5.66,4.07
Odisha,2026-01-01,2026,1,185.48,199.88,192.68,0.57,4.07,2.32
Punjab,2020-01-01,2020,1,141.87,149.29,145.58,5.87,5.62,5.74
Punjab,2020-02-01,2020,2,143.35,149.35,146.35,5.68,5.74,5.71
Punjab,2020-03-01,2020,3,139.22,142.28,140.75,5.38,4.62,5.0
Punjab,2020-04-01,2020,4,140.14,143.61,141.88,4.2,5.74,4.97
Punjab,2020-05-01,2020,5,141.08,143.72,142.4,3.79,5.19,4.49
Punjab,2020-06-01,2020,6,142.48,145.26,143.87,4.85,4.44,4.64
Punjab,2020-07-01,2020,7,149.97,150.82,150.4,6.02,5.8,5.91
Punjab,2020-08-01,2020,8,148.68,151.3,149.99,5.66,3.71,4.69
Punjab,2020-09-01,2020,9,147.1,152.35,149.73,3.75,4.87,4.31
Punjab,2020-10-01,2020,10,147.45,152.31,149.88,4.88,5.1,4.99
Punjab,2020-11-01,2020,11,149.04,159.31,154.18,5.27,4.57,4.92
Punjab,2020-12-01,2020,12,149.93,160.72,155.33,5.17,3.89,4.53
Punjab,2021-01-01,2021,1,150.31,156.35,153.33,4.55,5.09,4.82
Punjab,2021-02-01,2021,2,148.23,153.93,151.08,2.87,3.22,3.05
Punjab,2021-03-01,2021,3,149.79,152.31,151.05,3.72,1.89,2.81
Punjab,2021-04-01,2021,4,148.72,153.32,151.02,2.76,2.33,2.55
Punjab,2021-05-01,2021,5,150.25,153.99,152.12,3.59,2.54,3.06
Punjab,2021-06-01,2021,6,151.92,154.89,153.41,4.51,2.9,3.71
Punjab,2021-07-01,2021,7,149.87,156.13,153.0,2.87,3.49,3.18
Punjab,2021-08-01,2021,8,153.44,154.97,154.2,5.09,2.48,3.79
Punjab,2021-09-01,2021,9,151.01,156.38,153.69,3.2,3.17,3.19
Punjab,2021-10-01,2021,10,149.04,155.32,152.18,1.64,2.24,1.94
Punjab,2021-11-01,2021,11,150.64,159.08,154.86,2.5,4.47,3.49
Punjab,2021-12-01,2021,12,152.04,160.15,156.1,3.24,4.93,4.09
Punjab,2022-01-01,2022,1,149.84,157.83,153.84,1.53,3.18,2.35
Punjab,2022-02-01,2022,2,152.43,157.19,154.81,3.06,2.52,2.79
Punjab,2022-03-01,2022,3,157.86,164.38,161.12,6.5,6.97,6.74
Punjab,2022-04-01,2022,4,159.95,165.63,162.79,7.68,7.54,7.61
Punjab,2022-05-01,2022,5,160.05,165.97,163.01,7.51,7.52,7.51
Punjab,2022-06-01,2022,6,161.24,166.68,163.96,8.08,7.73,7.91
Punjab,2022-07-01,2022,7,164.19,167.21,165.7,9.83,7.83,8.83
Punjab,2022-08-01,2022,8,161.74,167.53,164.64,7.96,7.8,7.88
Punjab,2022-09-01,2022,9,160.4,167.89,164.14,6.84,7.78,7.31
Punjab,2022-10-01,2022,10,161.62,169.22,165.42,7.42,8.39,7.91
Punjab,2022-11-01,2022,11,162.41,171.87,167.14,7.72,9.85,8.78
Punjab,2022-12-01,2022,12,161.36,172.76,167.06,6.8,10.17,8.48
Punjab,2023-01-01,2023,1,161.18,169.43,165.31,6.46,7.8,7.13
Punjab,2023-02-01,2023,2,160.19,171.15,165.67,5.58,8.66,7.12
Punjab,2023-03-01,2023,3,163.8,168.67,166.24,7.74,6.85,7.29
Punjab,2023-04-01,2023,4,163.4,170.11,166.75,7.25,7.52,7.38
Punjab,2023-05-01,2023,5,162.15,171.97,167.06,6.21,8.46,7.33
Punjab,2023-06-01,2023,6,164.47,169.07,166.77,7.5,6.39,6.95
Punjab,2023-07-01,2023,7,160.79,162.42,161.61,4.88,1.98,3.43
Punjab,2023-08-01,2023,8,160.85,163.44,162.15,4.7,2.4,3.55
Punjab,2023-09-01,2023,9,158.26,163.19,160.73,2.8,2.02,2.41
Punjab,2023-10-01,2023,10,158.21,162.76,160.48,2.56,1.53,2.04
Punjab,2023-11-01,2023,11,157.26,168.59,162.92,1.73,4.93,3.33
Punjab,2023-12-01,2023,12,160.78,168.52,164.65,3.79,4.66,4.23
Punjab,2024-01-01,2024,1,157.53,165.19,161.36,1.49,2.37,1.93
Punjab,2024-02-01,2024,2,159.44,166.07,162.76,2.51,2.7,2.6
Punjab,2024-03-01,2024,3,160.3,164.62,162.46,2.85,1.58,2.22
Punjab,2024-04-01,2024,4,158.04,166.59,162.31,1.2,2.57,1.88
Punjab,2024-05-01,2024,5,160.1,167.74,163.92,2.31,3.06,2.68
Punjab,2024-06-01,2024,6,162.6,168.0,165.3,3.7,3.0,3.35
Punjab,2024-07-01,2024,7,161.4,167.69,164.54,2.72,2.59,2.65
Punjab,2024-08-01,2024,8,163.2,166.85,165.03,3.66,1.86,2.76
Punjab,2024-09-01,2024,9,160.36,167.39,163.87,1.64,1.97,1.81
Punjab,2024-10-01,2024,10,162.12,169.83,165.97,2.56,3.23,2.89
Punjab,2024-11-01,2024,11,161.87,173.07,167.47,2.19,4.98,3.59
Punjab,2024-12-01,2024,12,164.11,173.33,168.72,3.4,4.92,4.16
Punjab,2025-01-01,2025,1,161.7,169.53,165.62,1.68,2.4,2.04
Punjab,2025-02-01,2025,2,162.95,172.24,167.6,2.26,3.82,3.04
Punjab,2025-03-01,2025,3,165.23,170.96,168.1,3.49,2.83,3.16
Punjab,2025-04-01,2025,4,165.33,169.66,167.49,3.34,1.83,2.59
Punjab,2025-05-01,2025,5,163.38,171.34,167.36,1.92,2.62,2.27
Punjab,2025-06-01,2025,6,166.17,170.79,168.48,3.45,2.08,2.77
Punjab,2025-07-01,2025,7,169.18,171.44,170.31,5.12,2.26,3.69
Punjab,2025-08-01,2025,8,167.07,170.8,168.93,3.6,1.66,2.63
Punjab,2025-09-01,2025,9,165.87,173.32,169.6,2.66,2.95,2.8
Punjab,2025-10-01,2025,10,166.58,172.02,169.3,2.89,1.97,2.43
Punjab,2025-11-01,2025,11,164.53,176.28,170.41,1.43,4.27,2.85
Punjab,2025-12-01,2025,12,165.96,176.65,171.31,2.11,4.28,3.19
Punjab,2026-01-01,2026,1,166.77,174.15,170.46,2.41,2.59,2.5
Rajasthan,2020-01-01,2020,1,150.37,156.24,153.3,5.83,6.95,6.39
Rajasthan,2020-02-01,2020,2,150.9,156.22,153.56,4.17,4.76,4.46
Rajasthan,2020-03-01,2020,3,149.92,149.8,149.86,3.93,6.0,4.96
Rajasthan,2020-04-01,2020,4,144.52,151.62,148.07,4.01,3.42,3.72
Rajasthan,2020-05-01,2020,5,147.28,151.38,149.33,3.71,3.75,3.73
Rajasthan,2020-06-01,2020,6,151.6,153.61,152.61,4.68,6.86,5.77
Rajasthan,2020-07-01,2020,7,157.31,160.01,158.66,6.62,6.74,6.68
Rajasthan,2020-08-01,2020,8,157.7,159.28,158.49,4.63,5.27,4.95
Rajasthan,2020-09-01,2020,9,156.45,162.58,159.51,3.46,5.1,4.28
Rajasthan,2020-10-01,2020,10,156.12,159.68,157.9,5.97,6.43,6.2
Rajasthan,2020-11-01,2020,11,159.66,172.48,166.07,4.63,6.75,5.69
Rajasthan,2020-12-01,2020,12,160.13,171.19,165.66,3.04,5.82,4.43
Rajasthan,2021-01-01,2021,1,160.22,170.67,165.45,6.27,9.57,7.92
Rajasthan,2021-02-01,2021,2,156.89,160.92,158.9,3.68,2.9,3.29
Rajasthan,2021-03-01,2021,3,157.95,164.81,161.38,4.0,4.98,4.49
Rajasthan,2021-04-01,2021,4,160.03,166.25,163.14,4.98,5.48,5.23
Rajasthan,2021-05-01,2021,5,159.09,164.37,161.73,3.98,3.89,3.94
Rajasthan,2021-06-01,2021,6,161.45,167.23,164.34,5.15,5.29,5.22
Rajasthan,2021-07-01,2021,7,163.96,166.84,165.4,6.4,4.64,5.52
Rajasthan,2021-08-01,2021,8,164.29,165.5,164.89,6.22,3.41,4.82
Rajasthan,2021-09-01,2021,9,160.98,166.1,163.54,3.72,3.39,3.55
Rajasthan,2021-10-01,2021,10,160.0,167.69,163.85,2.72,3.98,3.35
Rajasthan,2021-11-01,2021,11,165.24,173.65,169.44,5.7,7.27,6.49
Rajasthan,2021-12-01,2021,12,163.93,174.51,169.22,4.49,7.4,5.94
Rajasthan,2022-01-01,2022,1,164.03,170.93,167.48,4.19,4.8,4.49
Rajasthan,2022-02-01,2022,2,164.7,171.72,168.21,4.24,4.89,4.57
Rajasthan,2022-03-01,2022,3,170.53,182.76,176.64,7.56,11.22,9.39
Rajasthan,2022-04-01,2022,4,172.77,181.4,177.09,8.59,9.98,9.29
Rajasthan,2022-05-01,2022,5,174.15,179.85,177.0,9.07,8.64,8.86
Rajasthan,2022-06-01,2022,6,177.28,181.01,179.15,10.65,8.94,9.8
Rajasthan,2022-07-01,2022,7,174.37,184.19,179.28,8.46,10.44,9.45
Rajasthan,2022-08-01,2022,8,182.99,182.71,182.85,13.43,9.16,11.29
Rajasthan,2022-09-01,2022,9,174.96,186.04,180.5,8.08,10.74,9.41
Rajasthan,2022-10-01,2022,10,173.05,183.36,178.21,6.53,8.75,7.64
Rajasthan,2022-11-01,2022,11,181.01,192.5,186.75,11.05,13.76,12.41
Rajasthan,2022-12-01,2022,12,177.77,192.17,184.97,8.7,13.16,10.93
Rajasthan,2023-01-01,2023,1,176.55,185.8,181.17,7.59,9.01,8.3
Rajasthan,2023-02-01,2023,2,175.28,187.06,181.17,6.45,9.36,7.91
Rajasthan,2023-03-01,2023,3,178.75,188.93,183.84,8.19,10.06,9.13
Rajasthan,2023-04-01,2023,4,181.14,188.94,185.04,9.27,9.68,9.48
Rajasthan,2023-05-01,2023,5,179.18,189.11,184.15,7.73,9.39,8.56
Rajasthan,2023-06-01,2023,6,181.54,190.02,185.78,8.78,9.53,9.15
Rajasthan,2023-07-01,2023,7,176.99,181.08,179.03,5.7,4.01,4.86
Rajasthan,2023-08-01,2023,8,179.2,182.37,180.78,6.67,4.38,5.53
Rajasthan,2023-09-01,2023,9,173.22,183.06,178.14,2.77,4.41,3.59
Rajasthan,2023-10-01,2023,10,174.35,183.19,178.77,3.1,4.12,3.61
Rajasthan,2023-11-01,2023,11,178.06,188.86,183.46,4.95,6.97,5.96
Rajasthan,2023-12-01,2023,12,175.98,189.16,182.57,3.39,6.77,5.08
Rajasthan,2024-01-01,2024,1,177.69,183.64,180.67,4.05,3.3,3.68
Rajasthan,2024-02-01,2024,2,178.49,187.52,183.01,4.18,5.13,4.66
Rajasthan,2024-03-01,2024,3,180.6,188.08,184.34,5.07,5.08,5.08
Rajasthan,2024-04-01,2024,4,179.64,189.05,184.34,4.18,5.26,4.72
Rajasthan,2024-05-01,2024,5,182.31,185.94,184.12,5.38,3.18,4.28
Rajasthan,2024-06-01,2024,6,181.74,187.16,184.45,4.72,3.5,4.11
Rajasthan,2024-07-01,2024,7,183.87,188.31,186.09,5.61,3.79,4.7
Rajasthan,2024-08-01,2024,8,185.03,188.73,186.88,5.94,3.67,4.8
Rajasthan,2024-09-01,2024,9,181.47,190.76,186.12,3.57,4.44,4.0
Rajasthan,2024-10-01,2024,10,182.9,189.94,186.42,4.06,3.64,3.85
Rajasthan,2024-11-01,2024,11,183.29,193.33,188.31,3.95,5.14,4.54
Rajasthan,2024-12-01,2024,12,184.14,193.61,188.87,4.1,4.94,4.52
Rajasthan,2025-01-01,2025,1,185.07,193.82,189.44,4.3,4.71,4.5
Rajasthan,2025-02-01,2025,2,184.28,192.37,188.32,3.53,3.58,3.56
Rajasthan,2025-03-01,2025,3,188.02,194.46,191.24,5.31,4.37,4.84
Rajasthan,2025-04-01,2025,4,185.09,195.03,190.06,3.34,4.33,3.84
Rajasthan,2025-05-01,2025,5,185.58,194.59,190.08,3.3,3.75,3.52
Rajasthan,2025-06-01,2025,6,190.01,194.86,192.43,5.43,3.56,4.5
Rajasthan,2025-07-01,2025,7,190.7,196.67,193.68,5.49,4.18,4.84
Rajasthan,2025-08-01,2025,8,189.64,194.64,192.14,4.59,2.78,3.68
Rajasthan,2025-09-01,2025,9,184.66,197.15,190.9,1.53,3.77,2.65
Rajasthan,2025-10-01,2025,10,189.38,197.92,193.65,3.8,3.84,3.82
Rajasthan,2025-11-01,2025,11,187.5,202.17,194.83,2.46,5.73,4.1
Rajasthan,2025-12-01,2025,12,189.92,202.29,196.11,3.47,5.45,4.46
Rajasthan,2026-01-01,2026,1,192.83,199.97,196.4,4.74,3.92,4.33
Sikkim,2020-01-01,2020,1,158.35,165.9,162.12,3.07,3.64,3.35
Sikkim,2020-02-01,2020,2,160.57,164.06,162.31,5.61,5.4,5.5
Sikkim,2020-03-01,2020,3,149.62,155.77,152.69,3.93,4.53,4.23
Sikkim,2020-04-01,2020,4,153.04,160.42,156.73,4.89,3.68,4.29
Sikkim,2020-05-01,2020,5,155.29,158.54,156.92,3.27,4.9,4.09
Sikkim,2020-06-01,2020,6,157.93,159.99,158.96,4.94,4.8,4.87
Sikkim,2020-07-01,2020,7,161.6,165.83,163.71,4.68,4.1,4.39
Sikkim,2020-08-01,2020,8,162.04,167.16,164.6,6.11,3.86,4.99
Sikkim,2020-09-01,2020,9,160.84,166.02,163.43,6.24,3.9,5.07
Sikkim,2020-10-01,2020,10,163.42,167.88,165.65,3.6,5.43,4.52
Sikkim,2020-11-01,2020,11,166.15,177.19,171.67,6.31,6.93,6.62
Sikkim,2020-12-01,2020,12,165.54,177.1,171.32,6.92,4.13,5.52
Sikkim,2021-01-01,2021,1,166.51,173.35,169.93,5.08,6.05,5.57
Sikkim,2021-02-01,2021,2,162.41,168.12,165.26,2.22,2.56,2.39
Sikkim,2021-03-01,2021,3,165.16,170.19,167.67,3.67,3.53,3.6
Sikkim,2021-04-01,2021,4,163.03,171.06,167.05,2.07,3.76,2.92
Sikkim,2021-05-01,2021,5,167.99,171.0,169.5,4.89,3.43,4.16
Sikkim,2021-06-01,2021,6,167.46,172.03,169.75,4.29,3.76,4.03
Sikkim,2021-07-01,2021,7,171.84,170.82,171.33,6.73,2.75,4.74
Sikkim,2021-08-01,2021,8,169.43,171.03,170.23,4.96,2.59,3.77
Sikkim,2021-09-01,2021,9,165.6,172.73,169.16,2.32,3.31,2.82
Sikkim,2021-10-01,2021,10,167.13,175.98,171.56,3.0,4.97,3.98
Sikkim,2021-11-01,2021,11,167.51,176.65,172.08,2.96,5.08,4.02
Sikkim,2021-12-01,2021,12,167.06,176.03,171.54,2.42,4.42,3.42
Sikkim,2022-01-01,2022,1,166.87,174.01,170.44,2.03,2.94,2.49
Sikkim,2022-02-01,2022,2,167.59,172.48,170.03,2.21,1.75,1.98
Sikkim,2022-03-01,2022,3,175.55,183.16,179.36,6.79,7.76,7.27
Sikkim,2022-04-01,2022,4,177.35,184.31,180.83,7.61,8.13,7.87
Sikkim,2022-05-01,2022,5,177.18,186.53,181.85,7.23,9.14,8.18
Sikkim,2022-06-01,2022,6,179.82,187.92,183.87,8.55,9.65,9.1
Sikkim,2022-07-01,2022,7,180.47,185.59,183.03,8.66,8.0,8.33
Sikkim,2022-08-01,2022,8,181.58,186.74,184.16,9.05,8.37,8.71
Sikkim,2022-09-01,2022,9,178.17,186.37,182.27,6.74,7.87,7.3
Sikkim,2022-10-01,2022,10,178.84,189.42,184.13,6.87,9.34,8.1
Sikkim,2022-11-01,2022,11,181.98,190.84,186.41,8.46,9.86,9.16
Sikkim,2022-12-01,2022,12,182.51,190.5,186.51,8.51,9.37,8.94
Sikkim,2023-01-01,2023,1,181.06,190.67,185.87,7.38,9.18,8.28
Sikkim,2023-02-01,2023,2,178.54,189.19,183.86,5.62,8.05,6.83
Sikkim,2023-03-01,2023,3,182.96,190.57,186.77,7.96,8.54,8.25
Sikkim,2023-04-01,2023,4,181.52,190.0,185.76,6.85,7.94,7.39
Sikkim,2023-05-01,2023,5,181.56,193.71,187.64,6.6,9.75,8.18
Sikkim,2023-06-01,2023,6,181.31,191.49,186.4,6.19,8.21,7.2
Sikkim,2023-07-01,2023,7,182.46,181.91,182.18,6.6,2.52,4.56
Sikkim,2023-08-01,2023,8,179.4,182.99,181.19,4.55,2.86,3.71
Sikkim,2023-09-01,2023,9,180.03,180.59,180.31,4.66,1.25,2.96
Sikkim,2023-10-01,2023,10,178.19,183.67,180.93,3.34,2.7,3.02
Sikkim,2023-11-01,2023,11,177.74,189.47,183.61,2.83,5.68,4.25
Sikkim,2023-12-01,2023,12,180.45,190.25,185.35,4.14,5.83,4.99
Sikkim,2024-01-01,2024,1,178.72,186.65,182.69,2.89,3.57,3.23
Sikkim,2024-02-01,2024,2,175.58,185.54,180.56,0.84,2.69,1.76
Sikkim,2024-03-01,2024,3,181.07,186.65,183.86,3.73,3.03,3.38
Sikkim,2024-04-01,2024,4,176.94,187.82,182.38,1.12,3.41,2.27
Sikkim,2024-05-01,2024,5,181.69,187.71,184.7,3.59,3.08,3.33
Sikkim,2024-06-01,2024,6,183.73,184.93,184.33,4.5,1.3,2.9
Sikkim,2024-07-01,2024,7,179.43,186.82,183.13,1.81,2.08,1.94
Sikkim,2024-08-01,2024,8,185.59,191.65,188.62,5.05,4.45,4.75
Sikkim,2024-09-01,2024,9,180.16,188.4,184.28,1.74,2.42,2.08
Sikkim,2024-10-01,2024,10,179.49,188.09,183.79,1.12,1.99,1.55
Sikkim,2024-11-01,2024,11,180.93,193.67,187.3,1.68,4.75,3.22
Sikkim,2024-12-01,2024,12,183.91,196.02,189.96,3.11,5.76,4.43
Sikkim,2025-01-01,2025,1,185.24,189.32,187.28,3.61,1.88,2.75
Sikkim,2025-02-01,2025,2,183.14,191.11,187.13,2.2,2.59,2.39
Sikkim,2025-03-01,2025,3,182.19,188.9,185.54,1.42,1.15,1.29
Sikkim,2025-04-01,2025,4,182.4,192.5,187.45,1.3,2.82,2.06
Sikkim,2025-05-01,2025,5,185.15,192.0,188.57,2.59,2.3,2.45
Sikkim,2025-06-01,2025,6,189.51,195.56,192.54,4.76,3.94,4.35
Sikkim,2025-07-01,2025,7,187.96,192.28,190.12,3.66,1.95,2.8
Sikkim,2025-08-01,2025,8,189.41,195.57,192.49,4.21,3.44,3.83
Sikkim,2025-09-01,2025,9,185.13,194.21,189.67,1.63,2.46,2.05
Sikkim,2025-10-01,2025,10,188.23,196.02,192.13,3.09,3.16,3.13
Sikkim,2025-11-01,2025,11,190.01,201.47,195.74,3.82,5.78,4.8
Sikkim,2025-12-01,2025,12,187.13,200.25,193.69,2.01,4.88,3.44
Sikkim,2026-01-01,2026,1,186.92,196.59,191.75,1.66,2.71,2.18
Tamil Nadu,2020-01-01,2020,1,152.43,158.22,155.32,5.17,5.26,5.22
Tamil Nadu,2020-02-01,2020,2,153.76,158.65,156.2,5.55,5.02,5.29
Tamil Nadu,2020-03-01,2020,3,148.17,152.85,150.51,3.06,3.26,3.16
Tamil Nadu,2020-04-01,2020,4,148.99,152.42,150.7,5.17,5.74,5.46
Tamil Nadu,2020-05-01,2020,5,149.82,154.42,152.12,4.21,4.28,4.24
Tamil Nadu,2020-06-01,2020,6,153.24,154.1,153.67,5.66,4.87,5.27
Tamil Nadu,2020-07-01,2020,7,157.27,160.22,158.74,3.5,3.37,3.43
Tamil Nadu,2020-08-01,2020,8,158.22,160.08,159.15,4.04,5.98,5.01
Tamil Nadu,2020-09-01,2020,9,154.52,161.28,157.9,3.69,3.01,3.35
Tamil Nadu,2020-10-01,2020,10,156.37,162.0,159.19,3.75,4.32,4.03
Tamil Nadu,2020-11-01,2020,11,159.2,170.3,164.75,5.33,6.46,5.89
Tamil Nadu,2020-12-01,2020,12,159.22,171.67,165.45,4.59,4.12,4.36
Tamil Nadu,2021-01-01,2021,1,159.88,168.47,164.18,4.54,6.66,5.6
Tamil Nadu,2021-02-01,2021,2,157.11,163.25,160.18,2.48,3.1,2.79
Tamil Nadu,2021-03-01,2021,3,157.71,163.01,160.36,2.64,2.69,2.66
Tamil Nadu,2021-04-01,2021,4,158.05,164.58,161.32,2.62,3.43,3.02
Tamil Nadu,2021-05-01,2021,5,159.41,164.97,162.19,3.26,3.42,3.34
Tamil Nadu,2021-06-01,2021,6,161.76,165.15,163.46,4.54,3.28,3.91
Tamil Nadu,2021-07-01,2021,7,162.29,165.12,163.7,4.64,3.01,3.82
Tamil Nadu,2021-08-01,2021,8,162.76,166.68,164.72,4.7,3.72,4.21
Tamil Nadu,2021-09-01,2021,9,159.97,165.08,162.53,2.68,2.48,2.58
Tamil Nadu,2021-10-01,2021,10,160.43,166.07,163.25,2.73,2.84,2.79
Tamil Nadu,2021-11-01,2021,11,161.05,168.64,164.85,2.9,4.18,3.54
